unique_bug_id,python_tag,status,signal,stack_source,signature,findings,example,artifact_path
cpython-314-90be3ee878fb,cpython-314,crash,SIGABRT,honggfuzz-filename,SIGABRT:cb8234a76,2,"data/rq3/cpython-3.14/fuzz/crashes/SIGABRT.PC.789d3a9839fc.STACK.cb8234a76.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-90be3ee878fb.pyc
cpython-314-9e8374ff344c,cpython-314,crash,SIGABRT,honggfuzz-filename,SIGABRT:cf8abaffd,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGABRT.PC.711e5abd99fc.STACK.cf8abaffd.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-9e8374ff344c.pyc
cpython-314-c13d00afb834,cpython-314,crash,SIGABRT,honggfuzz-filename,SIGABRT:e448dac14,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGABRT.PC.73d8fd6199fc.STACK.e448dac14.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-c13d00afb834.pyc
cpython-314-b95ad5268920,cpython-314,crash,SIGBUS,honggfuzz-filename,SIGBUS:19f6b967ca,2,"data/rq3/cpython-3.14/fuzz/crashes/SIGBUS.PC.5b9334297962.STACK.19f6b967ca.CODE.2.ADDR.745133e57000.INSTR.mov____0x50(%rax,%r13,8),%r13.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-b95ad5268920.pyc
cpython-314-a29d47104c0d,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1824900665,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5c738209ff57.STACK.1824900665.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-a29d47104c0d.pyc
cpython-314-55fa1b03b080,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18278aac71,1,data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5df224f936f1.STACK.18278aac71.CODE.128.ADDR.0.INSTR.call___*%r12.pyc,data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-55fa1b03b080.pyc
cpython-314-9d5d04ad998c,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:182bc7a9bc,11,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.564981ca878a.STACK.182bc7a9bc.CODE.128.ADDR.0.INSTR.mov____0x0(%r13),%r15d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-9d5d04ad998c.pyc
cpython-314-9b52a0daa1ec,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:182edd29c2,5,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.55ed8c4ef1bc.STACK.182edd29c2.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-9b52a0daa1ec.pyc
cpython-314-ab31a0422514,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:182fff3968,3,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.582f589b996e.STACK.182fff3968.CODE.1.ADDR.78.INSTR.mov____0x78(%r15),%rbx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-ab31a0422514.pyc
cpython-314-70ab44cae8f7,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1830ed1c67,415,data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.1e70.STACK.1830ed1c67.CODE.1.ADDR.1e70.INSTR.[NOT_MMAPED].pyc,data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-70ab44cae8f7.pyc
cpython-314-d71d7dfce592,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1830fcfecd,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5fb29e3f4152.STACK.1830fcfecd.CODE.1.ADDR.0.INSTR.mov____(%r15),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-d71d7dfce592.pyc
cpython-314-9061ecffcd4e,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1837cfd628,9,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.555c45cf5d8c.STACK.1837cfd628.CODE.1.ADDR.800.INSTR.mov____0x8(%r14,%rbx,8),%r14.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-9061ecffcd4e.pyc
cpython-314-a0900c285088,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:183c056d12,112,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.55b3a3556fca.STACK.183c056d12.CODE.1.ADDR.55b300000000.INSTR.mov____(%rbx),%r13d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-a0900c285088.pyc
cpython-314-96f3468a3b8c,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:183c05b1bf,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5dac374ea36f.STACK.183c05b1bf.CODE.128.ADDR.0.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-96f3468a3b8c.pyc
cpython-314-c3dd1b67c44a,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:183c543162,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.57f5089dac4f.STACK.183c543162.CODE.128.ADDR.0.INSTR.mov____0xa8(%r14),%rbx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-c3dd1b67c44a.pyc
cpython-314-2ca6b481bfea,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:183f7c3bf1,5,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5690bdd04c4b.STACK.183f7c3bf1.CODE.1.ADDR.8.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-2ca6b481bfea.pyc
cpython-314-db203af4d089,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18637a75a0,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.567ac283f6f4.STACK.18637a75a0.CODE.1.ADDR.567a00000000.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-db203af4d089.pyc
cpython-314-44114397e1f2,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18637b5dc6,2,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.62626c0bd8b4.STACK.18637b5dc6.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-44114397e1f2.pyc
cpython-314-8fe411e495f5,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:187120222c,9,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5620a000896e.STACK.187120222c.CODE.128.ADDR.0.INSTR.mov____0x78(%r15),%rbx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-8fe411e495f5.pyc
cpython-314-eab2971674c1,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:187bae1494,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.56cb8c6ef1c0.STACK.187bae1494.CODE.128.ADDR.0.INSTR.mov____0xa8(%rax),%rbx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-eab2971674c1.pyc
cpython-314-96ee8bd54ca7,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:187e02ce9a,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.63e088381fca.STACK.187e02ce9a.CODE.1.ADDR.63e000000008.INSTR.mov____0x8(%r13),%r15.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-96ee8bd54ca7.pyc
cpython-314-c02472ad3abb,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a0197786,2,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.565741fb41cd.STACK.18a0197786.CODE.1.ADDR.a9.INSTR.mov____0xa8(%r14),%rbx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-c02472ad3abb.pyc
cpython-314-7c743d916eff,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a7ecac47,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5df79cc22351.STACK.18a7ecac47.CODE.1.ADDR.5df700000008.INSTR.mov____0x8(%r12),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-7c743d916eff.pyc
cpython-314-021348427247,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a94a7b8f,34,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5597ce1b92e9.STACK.18a94a7b8f.CODE.1.ADDR.8.INSTR.mov____0x8(%r14),%rdi.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-021348427247.pyc
cpython-314-abde21376072,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a95a1b30,6,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.57cff579681c.STACK.18a95a1b30.CODE.1.ADDR.0.INSTR.mov____(%r12),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-abde21376072.pyc
cpython-314-2c4d41c7c24c,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a97ba304,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.573dee55dbaf.STACK.18a97ba304.CODE.1.ADDR.8.INSTR.mov____0x8(%r13),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-2c4d41c7c24c.pyc
cpython-314-90adcce54d14,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a97ba713,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.6232e931660b.STACK.18a97ba713.CODE.1.ADDR.8.INSTR.mov____0x8(%r12),%rdi.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-90adcce54d14.pyc
cpython-314-3f2d13ff3fc8,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a9844ca8,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5f0e263f4043.STACK.18a9844ca8.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-3f2d13ff3fc8.pyc
cpython-314-3968fb7a582b,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a98ec694,7,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5a1a502dcd85.STACK.18a98ec694.CODE.1.ADDR.5a1a00000008.INSTR.cmpq___$0x0,0x8(%rax).pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-3968fb7a582b.pyc
cpython-314-5e1240bec101,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18a9ffbf99,3,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.57cff1bee319.STACK.18a9ffbf99.CODE.1.ADDR.8.INSTR.mov____0x8(%r15),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-5e1240bec101.pyc
cpython-314-22471a4a805f,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18b1abf643,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.587b9cabce1b.STACK.18b1abf643.CODE.1.ADDR.587b00000008.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-22471a4a805f.pyc
cpython-314-cebfa16a5d57,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18b9a043e1,1,data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.621d0173cca2.STACK.18b9a043e1.CODE.128.ADDR.0.INSTR.call___*%r14.pyc,data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-cebfa16a5d57.pyc
cpython-314-57bf00f7a7f2,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18bc13dc4a,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.56ff7ebf8514.STACK.18bc13dc4a.CODE.128.ADDR.0.INSTR.mov____0x8(%rax),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-57bf00f7a7f2.pyc
cpython-314-afab230f5062,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18bff2250a,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.61f74b1516df.STACK.18bff2250a.CODE.128.ADDR.0.INSTR.mov____0xa8(%r15),%r12.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-afab230f5062.pyc
cpython-314-42d0f3bd678e,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18c8b0b3a6,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5bc81d38e70e.STACK.18c8b0b3a6.CODE.1.ADDR.5bc800000008.INSTR.mov____0x8(%rbx),%r13.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-42d0f3bd678e.pyc
cpython-314-bcb1e238816f,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18c96151a0,12,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.57f82eeaa6f4.STACK.18c96151a0.CODE.1.ADDR.57f800000000.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-bcb1e238816f.pyc
cpython-314-604acccb288f,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:18fd0190d9,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.61efb1167787.STACK.18fd0190d9.CODE.128.ADDR.0.INSTR.mov____(%r14),%r13d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-604acccb288f.pyc
cpython-314-4140051f69a2,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1926f6fd61,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5deea33c736f.STACK.1926f6fd61.CODE.1.ADDR.81.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-4140051f69a2.pyc
cpython-314-e80f347a4079,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1935db5aa8,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.645ef9fab356.STACK.1935db5aa8.CODE.1.ADDR.a8.INSTR.mov____0xa8(%rax),%rsi.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-e80f347a4079.pyc
cpython-314-b8b61310a397,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:193d39e786,2,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.56e9eb7167b0.STACK.193d39e786.CODE.2.ADDR.56e9eb7167b0.INSTR.add____(%rax),%eax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-b8b61310a397.pyc
cpython-314-c5e9d30936f7,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:193dda470c,7,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5594dda62587.STACK.193dda470c.CODE.128.ADDR.0.INSTR.mov____0x8(%r12),%rdi.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-c5e9d30936f7.pyc
cpython-314-f540efbe3d55,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:193e3aa15c,2,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5eabba559f36.STACK.193e3aa15c.CODE.128.ADDR.0.INSTR.mov____0x14(%rax,%r15,4),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-f540efbe3d55.pyc
cpython-314-bdaf6533e43a,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:193e8f0df6,3,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5a0755f79cd2.STACK.193e8f0df6.CODE.1.ADDR.180070.INSTR.mov____0x70(%r15),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-bdaf6533e43a.pyc
cpython-314-7bfff901f543,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:193eda05a5,4,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.56b2cf0178b0.STACK.193eda05a5.CODE.2.ADDR.56b2cf0178b0.INSTR.add____(%rax),%al.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-7bfff901f543.pyc
cpython-314-9f463573ffca,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:194220b127,3,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5817244bfda2.STACK.194220b127.CODE.128.ADDR.0.INSTR.mov____0x0(%r13),%r14d.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-9f463573ffca.pyc
cpython-314-5fa4225d9e70,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1963f396f6,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.60c638b0f146.STACK.1963f396f6.CODE.128.ADDR.0.INSTR.mov____0x10(%r14),%r15.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-5fa4225d9e70.pyc
cpython-314-8309fdc770c7,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19651e4f34,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5867c104a36f.STACK.19651e4f34.CODE.1.ADDR.51.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-8309fdc770c7.pyc
cpython-314-fad26aecaf20,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:196b4d8fa0,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.775635428900.STACK.196b4d8fa0.CODE.128.ADDR.0.INSTR.mov____-0x8(%rsi,%rdx,1),%rcx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-fad26aecaf20.pyc
cpython-314-056f172652e8,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:197385c037,7,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.59ad872c236f.STACK.197385c037.CODE.1.ADDR.1ff0.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-056f172652e8.pyc
cpython-314-e416f1b1a257,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:197f26da72,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5ea8c73b5da3.STACK.197f26da72.CODE.128.ADDR.0.INSTR.mov____0x10(%rax),%r12.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-e416f1b1a257.pyc
cpython-314-517baeecc3e7,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:197f91d28c,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5c583d1bf26c.STACK.197f91d28c.CODE.1.ADDR.0.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-517baeecc3e7.pyc
cpython-314-46573aed81ca,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:197ff575cc,3,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5b3a92bcd540.STACK.197ff575cc.CODE.1.ADDR.5b3a00000008.INSTR.mov____0x8(%rbx),%r12.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-46573aed81ca.pyc
cpython-314-facd5f93618d,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19a250c8e3,12,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.558705c695bd.STACK.19a250c8e3.CODE.1.ADDR.558700000000.INSTR.mov____0x0(%r13),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-facd5f93618d.pyc
cpython-314-8ff333c68540,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19ac4a6088,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5c1f28acbe61.STACK.19ac4a6088.CODE.1.ADDR.8.INSTR.mov____0x8(%r15),%r14.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-8ff333c68540.pyc
cpython-314-784d617d7c6c,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19adef5eec,9,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.55b070b1da33.STACK.19adef5eec.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-784d617d7c6c.pyc
cpython-314-2a53f02d65fc,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19b6132c6d,6,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.566e0a4323f9.STACK.19b6132c6d.CODE.1.ADDR.0.INSTR.mov____0x0(%r13),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-2a53f02d65fc.pyc
cpython-314-cd349d875815,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19b82078df,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5d9905cc5c49.STACK.19b82078df.CODE.1.ADDR.5d9900000000.INSTR.mov____(%r14),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-cd349d875815.pyc
cpython-314-99d0f371ddda,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19c3bd0d62,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.6111239596df.STACK.19c3bd0d62.CODE.1.ADDR.ae.INSTR.mov____0xa8(%r15),%r12.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-99d0f371ddda.pyc
cpython-314-0a1f9a74a35c,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19e360113b,22,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.55d3f3cd645f.STACK.19e360113b.CODE.1.ADDR.a.INSTR.mov____(%r12),%ebx.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-0a1f9a74a35c.pyc
cpython-314-2c626ff5f2f7,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19ea13f994,31,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5881fb20271c.STACK.19ea13f994.CODE.1.ADDR.88.INSTR.mov____0x8(%r13),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-2c626ff5f2f7.pyc
cpython-314-91d259ef184c,cpython-314,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19eaa664ea,1,"data/rq3/cpython-3.14/fuzz/crashes/SIGSEGV.PC.5a0e8d3e9ec8.STACK.19eaa664ea.CODE.1.ADDR.30.INSTR.mov____0x30(%rbx),%rax.pyc",data/rq3/cpython-3.14/unique_bug_pyc/cpython-314-91d259ef184c.pyc
