unique_bug_id,python_tag,status,signal,stack_source,signature,findings,example,artifact_path
cpython-38-20708f610337,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:visit_decref|func_traverse|subtract_refs|collect|collect_with_callback|PyGC_Collect|_PyGC_CollectIfEnabled|Py_FinalizeEx|Py_RunMain|pymain_main|Py_BytesMain|main",3,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5f411c8a159b.STACK.1b25d362c8.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-20708f610337.pyc
cpython-38-249214d51726,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_SetAttr|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",6,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5b43a6aff5cc.STACK.1a8aa7fcb2.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-249214d51726.pyc
cpython-38-254bee1e8fe0,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalCodeWithName|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.629bab9d4ab1.STACK.c3ddc2dbc.CODE.128.ADDR.0.INSTR.addq___$0x1,(%r14).pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-254bee1e8fe0.pyc
cpython-38-2b1955af2c5d,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|_PyObject_LookupAttrId|import_all_from|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.56750da59228.STACK.e85ac5f04.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-2b1955af2c5d.pyc
cpython-38-2e8fd71ffa83,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_Positive|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.6173f4de8d1f.STACK.f0333dcc4.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-2e8fd71ffa83.pyc
cpython-38-303ca82731f8,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|_PyFunction_Vectorcall|_PyObject_Vectorcall|_PyObject_CallNoArg|calliter_iternext|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5d5de710cba1.STACK.183804e838.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-303ca82731f8.pyc
cpython-38-3161b78f9aee,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_GetIter|unpack_iterable|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.64a66a53b68b.STACK.1a88e85d54.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3161b78f9aee.pyc
cpython-38-3243125a336d,cpython-38,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1b0bbaa1b3,1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5be3e3ad3e98.STACK.1b0bbaa1b3.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%r13.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3243125a336d.pyc
cpython-38-34a853ab88cc,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyFunction_NewWithQualName|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file|PyRun_SimpleFileExFlags",9,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.58b9ff2946b9.STACK.192ae334bd.CODE.1.ADDR.1.INSTR.addq___$0x1,(%rax).pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-34a853ab88cc.pyc
cpython-38-3a9ae46839a6,cpython-38,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1aca4f66ef,1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.644ea607c874.STACK.1aca4f66ef.CODE.1.ADDR.8.INSTR.mov____0x8(%r15),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3a9ae46839a6.pyc
cpython-38-3ab86658b6dc,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyLong_AsLongAndOverflow|_PyLong_AsInt|import_name|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx",4,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5a16dd446cf7.STACK.1b9600a85f.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3ab86658b6dc.pyc
cpython-38-3cebf488677b,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:??|unicode_fromformat_write_cstr|unicode_fromformat_arg|PyUnicode_FromFormatV|_PyErr_FormatV|PyErr_Format|do_richcompare|PyObject_RichCompare|cmp_outcome|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.786bedefe8bd.STACK.e3c5078fd.CODE.1.ADDR.0.INSTR.vpcmpeqb_(%rdi),%ymm0,%ymm1.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3cebf488677b.pyc
cpython-38-3e047c1c71a3,cpython-38,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|fatal_error|Py_FatalError|PyFrame_BlockPop|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGABRT.PC.7457682b49fc.STACK.c25a64119.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3e047c1c71a3.pyc
cpython-38-3f61d8bdc16f,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_GetIter|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",2,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5de8f336668b.STACK.1b8e409a61.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-3f61d8bdc16f.pyc
cpython-38-42bc8e60a97d,cpython-38,crash,SIGABRT,honggfuzz-filename,SIGABRT:c720497b9,2,"data/rq3/cpython-3.8/fuzz/crashes/SIGABRT.PC.71d6ef7f19fc.STACK.c720497b9.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-42bc8e60a97d.pyc
cpython-38-44ba254511c5,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyDict_LoadGlobal|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file|PyRun_SimpleFileExFlags",24,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5815b3586074.STACK.18ea165ef6.CODE.1.ADDR.8.INSTR.mov____0x8(%r15),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-44ba254511c5.pyc
cpython-38-44ebdca69235,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_Xor|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",5,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.56731e94a408.STACK.ed9fdd198.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-44ebdca69235.pyc
cpython-38-46a59a1a86c9,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file|PyRun_SimpleFileExFlags",6,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.566ec30efba1.STACK.196b523d4b.CODE.1.ADDR.8.INSTR.mov____0x8(%r13),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-46a59a1a86c9.pyc
cpython-38-4938b2ed0078,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",10,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.57f0e00bbba1.STACK.1a880ca074.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-4938b2ed0078.pyc
cpython-38-4c86157e7344,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_Repr|PyObject_ASCII|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode",5,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.59f9babf86d5.STACK.f0245645b.CODE.128.ADDR.0.INSTR.mov____0x8(%r14),%rbx.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-4c86157e7344.pyc
cpython-38-50064ae168d8,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_XDECREF|tupledealloc|_Py_Dealloc|_Py_DECREF|_Py_XDECREF|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",3,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.599bb5625b53.STACK.19ac628824.CODE.128.ADDR.0.INSTR.mov____(%r15),%r14.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-50064ae168d8.pyc
cpython-38-514d428e713a,cpython-38,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19dace86bf,1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5c1aeb755e25.STACK.19dace86bf.CODE.128.ADDR.0.INSTR.mov____%rax,(%rcx).pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-514d428e713a.pyc
cpython-38-53f6a7b34475,cpython-38,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|fatal_error|Py_FatalError|PyFrame_BlockPop|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName",14,"data/rq3/cpython-3.8/fuzz/crashes/SIGABRT.PC.7dc7d474f9fc.STACK.186c2ca620.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-53f6a7b34475.pyc
cpython-38-55547475b2b6,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_And|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",2,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.561a2096d7a8.STACK.f0363d130.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-55547475b2b6.pyc
cpython-38-56c880c98e25,cpython-38,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1b49e52939,1,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.63507f0295cc.STACK.1b49e52939.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-56c880c98e25.pyc
cpython-38-5ae2b60981c2,cpython-38,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|fatal_error|Py_FatalError|PyFrame_BlockSetup|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.8/fuzz/crashes/SIGABRT.PC.78e2092f49fc.STACK.c37da56f3.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-5ae2b60981c2.pyc
cpython-38-5e5346c1cf8a,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyImport_ImportModuleLevelObject|import_name|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",2,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.5b6da067b799.STACK.d64129371.CODE.128.ADDR.0.INSTR.mov____0x8(%r12),%rax.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-5e5346c1cf8a.pyc
cpython-38-5fed7e6d958a,cpython-38,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_And|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|PyEval_EvalFrameEx|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file|PyRun_SimpleFileExFlags",3,"data/rq3/cpython-3.8/fuzz/crashes/SIGSEGV.PC.61e4ab7fd7a8.STACK.ce22c968d.CODE.1.ADDR.8.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-5fed7e6d958a.pyc
