unique_bug_id,python_tag,status,signal,stack_source,signature,findings,example,artifact_path
cpython-39-1a0bae95e9a6,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file|PyRun_SimpleFileExFlags",4,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.6184f0f1dfc4.STACK.194a81eb5f.CODE.128.ADDR.0.INSTR.mov____0xa8(%r15),%rbx.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-1a0bae95e9a6.pyc
cpython-39-1ba99127988c,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:??|_PyObject_IS_GC|visit_decref|list_traverse|subtract_refs|deduce_unreachable|collect|collect_with_callback|PyGC_Collect|_PyGC_CollectIfEnabled|Py_FinalizeEx|Py_RunMain|pymain_main|Py_BytesMain|main",2,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5b218af932eb.STACK.dba0d3813.CODE.1.ADDR.3.INSTR.addq___$0x1,(%rax).pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-1ba99127988c.pyc
cpython-39-20ab2d79aa16,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|import_from|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|builtin___build_class__|cfunction_vectorcall_FASTCALL_KEYWORDS|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.59b668e5cfb8.STACK.e541b84fe.CODE.128.ADDR.0.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-20ab2d79aa16.pyc
cpython-39-29d81f994c31,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyTuple_Size|PyFunction_NewWithQualName|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName",19,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.55b770ad02da.STACK.1aa556abe8.CODE.1.ADDR.59.INSTR.mov____0x8(%r14),%rax.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-29d81f994c31.pyc
cpython-39-2ecd9f682aa5,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_Repr|unicode_fromformat_arg|PyUnicode_FromFormatV|_PyErr_FormatV|_PyErr_Format|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode",3,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5f5b7ebf2337.STACK.f43bed5ae.CODE.128.ADDR.0.INSTR.mov____0x8(%r15),%rbx.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-2ecd9f682aa5.pyc
cpython-39-312b3a032f9f,cpython-39,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1bd4b768ec,1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.63ca4e65bf80.STACK.1bd4b768ec.CODE.2.ADDR.63ca4e65bf80.INSTR.rex.WRB_add_%r8b,(%r8).pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-312b3a032f9f.pyc
cpython-39-318b13d971e3,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_InPlaceXor|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.63d6c80a34a4.STACK.e2d31728f.CODE.1.ADDR.8.INSTR.mov____0x8(%r15),%rax.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-318b13d971e3.pyc
cpython-39-371bf23df286,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyObject_LookupAttr|_PyObject_LookupAttrId|import_all_from|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.62db85dcefb8.STACK.c00df2568.CODE.1.ADDR.8.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-371bf23df286.pyc
cpython-39-384ba7ab6953,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName",2,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.55fe829fe49a.STACK.1be222a65e.CODE.1.ADDR.8.INSTR.mov____0x8(%r13),%r14.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-384ba7ab6953.pyc
cpython-39-39437486597c,cpython-39,crash,"SIGABRT, Aborted",gdb-rerun,"SIGABRT, Aborted:pthread_kill|??|??|??|??|malloc|_PyMem_RawMalloc|PyObject_Malloc|PyUnicode_New|_PyUnicodeWriter_PrepareInternal|_PyUnicodeWriter_WriteASCIIString|PyUnicode_FromFormatV|PyUnicode_FromFormat|type_repr|object_str|PyObject_Str",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGABRT.PC.719ca96339fc.STACK.1acfddf583.CODE.-6.ADDR.0.INSTR.mov____%eax,%r13d.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-39437486597c.pyc
cpython-39-413aa6d690ed,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|builtin___build_class__|cfunction_vectorcall_FASTCALL_KEYWORDS|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode",4,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.58bf77f252eb.STACK.196b0eaa36.CODE.128.ADDR.0.INSTR.addq___$0x1,(%rax).pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-413aa6d690ed.pyc
cpython-39-426d0ae6fb17,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_XDECREF|tupledealloc|_Py_Dealloc|_Py_DECREF|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame",3,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.56c708e9d393.STACK.e6ef6eeea.CODE.1.ADDR.560100000000.INSTR.mov____(%r12),%rbx.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-426d0ae6fb17.pyc
cpython-39-42a67c6da8b3,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_IsTrue|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5dd3d6a36788.STACK.18469d103e.CODE.1.ADDR.8.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-42a67c6da8b3.pyc
cpython-39-437b363806c8,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_XDECREF|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",24,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.55d625705b48.STACK.189962d919.CODE.1.ADDR.100000000.INSTR.mov____(%rbx),%r12.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-437b363806c8.pyc
cpython-39-442115e65596,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyDict_SetItem|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.607c18f2b9f0.STACK.1936d88581.CODE.1.ADDR.59.INSTR.mov____0x8(%r15),%rax.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-442115e65596.pyc
cpython-39-455cead0d77b,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyFunction_NewWithQualName|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",6,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.559f566186b0.STACK.d933bb4e1.CODE.1.ADDR.0.INSTR.addq___$0x1,(%r15).pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-455cead0d77b.pyc
cpython-39-4a2f92816061,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_XDECREF|BaseException_set_tb|PyException_SetTraceback|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.64d3cfe8db20.STACK.c15c7afab.CODE.1.ADDR.40.INSTR.mov____(%r15),%r14.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-4a2f92816061.pyc
cpython-39-4d83918b962b,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_Lshift|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.6027a727edc8.STACK.d99dead10.CODE.1.ADDR.8.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-4d83918b962b.pyc
cpython-39-4f323e0bf53a,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:insertdict|PyDict_SetItem|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec|cfunction_vectorcall_FASTCALL|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName",2,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.57c0aa4da2ef.STACK.191ca23a03.CODE.1.ADDR.570100000000.INSTR.addq___$0x1,(%r15).pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-4f323e0bf53a.pyc
cpython-39-4f9b8f16a219,cpython-39,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:19bc532448,1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.56eee495bfc0.STACK.19bc532448.CODE.128.ADDR.0.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-4f9b8f16a219.pyc
cpython-39-50214cd9332a,cpython-39,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1bffa81282,1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.612ab6097773.STACK.1bffa81282.CODE.1.ADDR.9.INSTR.mov____0x8(%r12),%rax.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-50214cd9332a.pyc
cpython-39-521905e07c28,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyNumber_InPlaceLshift|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5ca48db02e04.STACK.d180aa2cc.CODE.1.ADDR.8.INSTR.mov____0x8(%r15),%rax.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-521905e07c28.pyc
cpython-39-53658a9c528a,cpython-39,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:fef689f22,1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.59049edabe54.STACK.fef689f22.CODE.128.ADDR.0.INSTR.mov____0x8(%r15),%r12.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-53658a9c528a.pyc
cpython-39-5908e7763464,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:PyObject_IsTrue|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj|run_mod|pyrun_file|pyrun_simple_file",5,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5f7061c37788.STACK.181be6d013.CODE.1.ADDR.8.INSTR.mov____0x8(%rbx),%r15.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-5908e7763464.pyc
cpython-39-5a03ff036c73,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:binary_op1|binary_iop1|binary_iop|PyNumber_InPlaceRshift|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|function_code_fastcall|_PyFunction_Vectorcall|call_function|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|run_eval_code_obj",2,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5b9305608357.STACK.dd8748d23.CODE.1.ADDR.8.INSTR.mov____0x8(%r14),%r14.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-5a03ff036c73.pyc
cpython-39-5d20b55912d6,cpython-39,crash,"SIGSEGV, Segmentation fault",gdb-rerun,"SIGSEGV, Segmentation fault:_Py_XDECREF|list_dealloc|_Py_Dealloc|_Py_DECREF|_Py_XDECREF|tupledealloc|_Py_Dealloc|_Py_DECREF|_PyEval_EvalFrameDefault|_PyEval_EvalFrame|_PyEval_EvalCode|_PyEval_EvalCodeWithName|PyEval_EvalCodeEx|PyEval_EvalCode|builtin_exec_impl|builtin_exec",2,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5b81abb8c8a5.STACK.fae2ab454.CODE.1.ADDR.5b0100000000.INSTR.mov____(%r12),%r14.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-5d20b55912d6.pyc
cpython-39-60cd86388cec,cpython-39,crash,SIGSEGV,honggfuzz-filename,SIGSEGV:1a2c08bc61,1,"data/rq3/cpython-3.9/fuzz/crashes/SIGSEGV.PC.5823be588393.STACK.1a2c08bc61.CODE.128.ADDR.0.INSTR.mov____(%r12),%rbx.pyc",data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-60cd86388cec.pyc
